id,conversation_id,customer_message,context,intent,escalation_expected,escalation_reason,reference_response,difficulty,annotator_notes
golden_0098,conv_1002867,"You charged me after I cancelled last week, this isn't right",,billing_overcharge,True,Intent 'billing_overcharge' is in the sensitive-intent list requiring escalation.,"Apologies for the confusion, could you send your order ID via DM so we can look into the duplicate charge?",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0099,conv_1002869,"Can't log in at all today, just spinning forever on the web app",,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0100,conv_1002871,I keep getting logged out of the app every time I open it on Android,,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0101,conv_1002873,"This is unacceptable, I'm requesting a full refund for 5 months","Thanks, that worked!",refund_request,True,Intent 'refund_request' is in the sensitive-intent list requiring escalation.,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0102,conv_1002876,"I was billed twice for the same month, please fix this",,billing_overcharge,True,Intent 'billing_overcharge' is in the sensitive-intent list requiring escalation.,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0103,conv_1002878,"This is unacceptable, I'm requesting a full refund for 4 months",Still not working for me.,refund_request,True,Intent 'refund_request' is in the sensitive-intent list requiring escalation.,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0104,conv_1002881,Trying to downgrade my plan but the app won't let me,DMed you now.,subscription_cancel,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0105,conv_1002884,"It freezes on the loading screen, had to force close 2 times",,app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0106,conv_1002886,The app crashes every time I try to open it on my on my iPad,,app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0107,conv_1002888,"Charged the annual price when I signed up for monthly, several dollars extra",,billing_overcharge,True,Intent 'billing_overcharge' is in the sensitive-intent list requiring escalation.,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0108,conv_1002890,"Just wanted to say the new app update is great, thanks!",,positive_feedback,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Thank you so much for the kind words, we really appreciate it!",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0109,conv_1002892,I keep getting logged out of the app every time I open it on Android,,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0110,conv_1002894,"How do I cancel my subscription, can't find the button anywhere",,subscription_cancel,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0111,conv_1002896,Audio and video are out of sync for the last 4 days,,playback_buffering,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0112,conv_1002898,"Please add profiles for kids, would make this so much better",,feature_request,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Great idea, we've logged this as feedback for our roadmap team!",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0113,conv_1002900,Audio and video are out of sync for the last 2 days,,playback_buffering,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0114,conv_1002902,"Been waiting 5 days for a reply, unbelievable",,general_complaint,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That's not the experience we want for you. Please DM us details so we can make it right.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0115,conv_1002904,"Why was this show removed, I was in the middle of it",DMed you now.,content_unavailable,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0116,conv_1002907,"How do I change my password on the app, can't find the option on the web app",Still not working for me.,password_reset,True,Multiple unresolved customer turns (follow-up indicates issue persists).,"You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0117,conv_1002910,The movie I was watching just disappeared from my list,,content_unavailable,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Content availability varies by region due to licensing. We appreciate the feedback and will share it with the content team.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0118,conv_1002912,"Loving the new recommendations feature, keep it up",,positive_feedback,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Thank you so much for the kind words, we really appreciate it!",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0119,conv_1002914,"Video keeps buffering even on good wifi, so annoying",,playback_buffering,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0120,conv_1002916,I keep getting logged out of the app every time I open it on the web app,,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0121,conv_1002918,"Video keeps buffering even on good wifi, so annoying",,playback_buffering,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0122,conv_1002920,App crashes whenever a video starts playing on on my smart TV,,app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That's not expected -- could you tell us your device model and app version so we can dig into this?,hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0123,conv_1002922,It says not available in my country but I'm a paying subscriber,,content_unavailable,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0124,conv_1002924,"How do I change my password on the app, can't find the option on my iPhone",Still not working for me.,password_reset,True,Multiple unresolved customer turns (follow-up indicates issue persists).,"Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0125,conv_1002927,"Worst service I've ever used, so disappointed",,general_complaint,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That's not the experience we want for you. Please DM us details so we can make it right.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0126,conv_1002929,"Please cancel my plan, I don't want to be charged again",Ok will try that.,subscription_cancel,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0127,conv_1002932,"Loving the new recommendations feature, keep it up",,positive_feedback,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Thank you so much for the kind words, we really appreciate it!",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0128,conv_1002934,"I was billed twice for the same month, please fix this",,billing_overcharge,True,Intent 'billing_overcharge' is in the sensitive-intent list requiring escalation.,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0129,conv_1002936,Reset link says expired every single time on my iPhone,,password_reset,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0130,conv_1002938,"Why was this show removed, I was in the middle of it",,content_unavailable,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0131,conv_1002940,"This is unacceptable, I'm requesting a full refund for 2 months",,refund_request,True,Intent 'refund_request' is in the sensitive-intent list requiring escalation.,We're sorry to hear that. Please DM your account email and order ID so our billing team can review your refund eligibility.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0132,conv_1002942,"Please add profiles for kids, would make this so much better",,feature_request,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Thanks for the suggestion! We'll pass this along to our product team.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0133,conv_1002944,"Loving the new recommendations feature, keep it up",,positive_feedback,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Thank you so much for the kind words, we really appreciate it!",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0134,conv_1002946,Reset link says expired every single time on the web app,,password_reset,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0135,conv_1002948,"Just wanted to say the new app update is great, thanks!",,positive_feedback,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Thank you so much for the kind words, we really appreciate it!",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0136,conv_1002950,Reset link says expired every single time on Android,,password_reset,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0137,conv_1002952,"Worst service I've ever used, so disappointed",,general_complaint,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",We're sorry for the delay and frustration -- DM us your account email so we can prioritize this.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0138,conv_1002954,"How do I change my password on the app, can't find the option on Android",,password_reset,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0139,conv_1002956,"Your customer support never responds, this is ridiculous",Still not working for me.,general_complaint,True,Multiple unresolved customer turns (follow-up indicates issue persists).,We're sorry for the delay and frustration -- DM us your account email so we can prioritize this.,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0140,conv_1002959,Quality drops to 240p randomly during playback on on Android,,playback_buffering,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0141,conv_1002961,I keep getting logged out of the app every time I open it on Android,,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0142,conv_1002963,"Payment keeps failing even though my card is fine, tried 5 times",,payment_failed,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",We can look into that -- please DM your account email and the last 4 digits of the card used so we can check the transaction.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0143,conv_1002965,"It freezes on the loading screen, had to force close 5 times",,app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0144,conv_1002967,"I want a refund for this month, the service didn't work at all",,refund_request,True,Intent 'refund_request' is in the sensitive-intent list requiring escalation.,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0145,conv_1002969,The movie I was watching just disappeared from my list,,content_unavailable,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0146,conv_1002971,"Your customer support never responds, this is ridiculous",,general_complaint,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",We're sorry for the delay and frustration -- DM us your account email so we can prioritize this.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0147,conv_1002973,"How do I change my password on the app, can't find the option on my iPad",,password_reset,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0148,conv_1002975,"This is unacceptable, I'm requesting a full refund for 3 months",Still not working for me.,refund_request,True,Intent 'refund_request' is in the sensitive-intent list requiring escalation.,We're sorry to hear that. Please DM your account email and order ID so our billing team can review your refund eligibility.,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0149,conv_1002978,My card was charged but my subscription still shows as inactive 2 hours later,,payment_failed,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0150,conv_1002980,"Been waiting 4 days for a reply, unbelievable",,general_complaint,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That's not the experience we want for you. Please DM us details so we can make it right.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0151,conv_1002982,Audio and video are out of sync for the last 4 days,,playback_buffering,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0152,conv_1002985,The movie I was watching just disappeared from my list,,content_unavailable,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0153,conv_1002987,"Please cancel my plan, I don't want to be charged again",DMed you now.,subscription_cancel,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0154,conv_1002990,"Please cancel my plan, I don't want to be charged again",,subscription_cancel,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0155,conv_1002992,"Login screen just loops back to itself, tried 3 times on my iPad",,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0156,conv_1002994,"The password reset email never arrives, checked spam too",Still not working for me.,password_reset,True,Multiple unresolved customer turns (follow-up indicates issue persists).,"You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0157,conv_1002997,"I was billed twice for the same month, please fix this",,billing_overcharge,True,Intent 'billing_overcharge' is in the sensitive-intent list requiring escalation.,"Apologies for the confusion, could you send your order ID via DM so we can look into the duplicate charge?",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0158,conv_1002999,"I want a refund for this month, the service didn't work at all",,refund_request,True,Intent 'refund_request' is in the sensitive-intent list requiring escalation.,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0159,conv_1003001,"Someone is using my account, I see devices I don't recognize logged in",,account_security,True,Intent 'account_security' is in the sensitive-intent list requiring escalation.,We take this seriously. Please DM your account email immediately and avoid using the account until we confirm it's secure.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0160,conv_1003003,"It freezes on the loading screen, had to force close 4 times",,app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0161,conv_1003005,"Your app won't let me sign in, keeps saying invalid credentials on my iPhone",,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0162,conv_1003007,The movie I was watching just disappeared from my list,,content_unavailable,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Content availability varies by region due to licensing. We appreciate the feedback and will share it with the content team.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0163,conv_1003009,My card was charged but my subscription still shows as inactive 5 hours later,Still not working for me.,payment_failed,True,Multiple unresolved customer turns (follow-up indicates issue persists).,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0164,conv_1003012,"It freezes on the loading screen, had to force close several times",,app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That's not expected -- could you tell us your device model and app version so we can dig into this?,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0165,conv_1003014,"My email was changed without my permission, please help",,account_security,True,Intent 'account_security' is in the sensitive-intent list requiring escalation.,This needs immediate attention -- please DM us right away so our security team can lock down your account.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0166,conv_1003016,"It freezes on the loading screen, had to force close several times","Thanks, that worked!",app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0167,conv_1003019,"Charged the annual price when I signed up for monthly, 4 dollars extra",,billing_overcharge,True,Intent 'billing_overcharge' is in the sensitive-intent list requiring escalation.,"Apologies for the confusion, could you send your order ID via DM so we can look into the duplicate charge?",hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0168,conv_1003021,"You charged me after I cancelled last week, this isn't right",,billing_overcharge,True,Intent 'billing_overcharge' is in the sensitive-intent list requiring escalation.,"Apologies for the confusion, could you send your order ID via DM so we can look into the duplicate charge?",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0169,conv_1003023,"Worst service I've ever used, so disappointed",,general_complaint,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That's not the experience we want for you. Please DM us details so we can make it right.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0170,conv_1003025,"How do I change my password on the app, can't find the option on my iPhone",,password_reset,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0171,conv_1003028,"How do I cancel my subscription, can't find the button anywhere",,subscription_cancel,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0172,conv_1003030,App crashes whenever a video starts playing on on my iPad,,app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0173,conv_1003032,"Worst service I've ever used, so disappointed",,general_complaint,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That's not the experience we want for you. Please DM us details so we can make it right.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0174,conv_1003034,"Login screen just loops back to itself, tried 3 times on my iPad",Ok will try that.,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0175,conv_1003037,"Paid for premium but still seeing ads, what's going on",Still not working for me.,payment_failed,True,Multiple unresolved customer turns (follow-up indicates issue persists).,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0176,conv_1003040,"Worst service I've ever used, so disappointed",,general_complaint,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That's not the experience we want for you. Please DM us details so we can make it right.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0177,conv_1003042,I keep getting logged out of the app every time I open it,"Thanks, that worked!",login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0178,conv_1003045,The app crashes every time I try to open it on my on my smart TV,,app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0179,conv_1003047,"Payment keeps failing even though my card is fine, tried 3 times",,payment_failed,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",We can look into that -- please DM your account email and the last 4 digits of the card used so we can check the transaction.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0180,conv_1003049,"How do I cancel my subscription, can't find the button anywhere","Thanks, that worked!",subscription_cancel,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0181,conv_1003052,The movie I was watching just disappeared from my list,,content_unavailable,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0182,conv_1003055,"Your app won't let me sign in, keeps saying invalid credentials on my smart TV",DMed you now.,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0183,conv_1003058,The app crashes every time I try to open it on my,Ok will try that.,app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0184,conv_1003061,"Worst service I've ever used, so disappointed",,general_complaint,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",We're sorry for the delay and frustration -- DM us your account email so we can prioritize this.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0185,conv_1003063,"Worst service I've ever used, so disappointed",Still not working for me.,general_complaint,True,Multiple unresolved customer turns (follow-up indicates issue persists).,We're sorry for the delay and frustration -- DM us your account email so we can prioritize this.,medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0186,conv_1003066,"Your app won't let me sign in, keeps saying invalid credentials",,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0187,conv_1003068,App crashes whenever a video starts playing on on the web app,,app_crash,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0188,conv_1003070,"Login screen just loops back to itself, tried 3 times on my smart TV",,login_issue,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0189,conv_1003072,My card was charged but my subscription still shows as inactive 2 hours later,,payment_failed,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0190,conv_1003074,"Worst service I've ever used, so disappointed",,general_complaint,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",We're sorry for the delay and frustration -- DM us your account email so we can prioritize this.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0191,conv_1003076,"How do I cancel my subscription, can't find the button anywhere",,subscription_cancel,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0192,conv_1003078,"How do I change my password on the app, can't find the option on Android",,password_reset,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.","Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",hard,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0193,conv_1003080,"How do I cancel my subscription, can't find the button anywhere",,subscription_cancel,False,"No sensitive intent, keyword trigger, or unresolved follow-up detected.",Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0194,conv_1003082,"Customer support just helped me out super fast, appreciated",Still not working for me.,positive_feedback,True,Multiple unresolved customer turns (follow-up indicates issue persists).,"Thank you so much for the kind words, we really appreciate it!",medium,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
golden_0195,conv_1003085,"My email was changed without my permission, please help",,account_security,True,Intent 'account_security' is in the sensitive-intent list requiring escalation.,This needs immediate attention -- please DM us right away so our security team can lock down your account.,easy,auto-labeled (rule-based); see annotation_guidelines.md limitation notice
